epoch,start_utc,end_utc,training_seconds,validation_seconds,total_epoch_seconds,cumulative_seconds,learning_rate,total_training_loss,classification_loss,box_regression_loss,rpn_objectness_loss,rpn_box_loss,validation_precision,validation_recall,validation_map50,validation_map50_95,checkpoint_saved,device,batch_size,resize_policy
1,2026-09-18T18:04:54.706800+00:00,2026-09-18T18:05:46.703707+00:00,39.62195370799964,10.965638124998804,51.996251332999236,51.9965438750005,0.005,1.5591736907990708,0.6992732576327398,0.5747244310332462,0.1638531031931052,0.1213228989399795,0.14586188766427213,0.1335128121557355,0.18441806362579327,0.10048890974499901,epoch_001.pth,mps,1,short_side480_max_side640
